,video_id,comment_desc,comment_publish
5724,iQRe7OHtHXg,"Its a great episode with great conclusion<br>&quot; We cannot do anything about it and face losses&quot; exactly what has been happening in stock exchanges over the years. I want to know what will happen if all the suck exchanges in the world are stopped. The exchange, rally and betting in stocks will come to end, we will have true picture of every company",
5725,iQRe7OHtHXg,Another shitty Mahesh Bhatt/Ekta Kapoor film in the making...Inredible India....this is like real life squid game 2.0........,
5726,iQRe7OHtHXg,Vow... So much detailed bro...,
5727,iQRe7OHtHXg,"Now let&#39;s all forget, forgive and go to sleep as always",
5728,iQRe7OHtHXg,Birth to till Death people are scamming..,
5729,iQRe7OHtHXg,What a tag line?,
5730,iQRe7OHtHXg,Thank you for sir explain for of seconds,
5731,iQRe7OHtHXg,No stock in India.<br>Bhikari baba.,
5732,iQRe7OHtHXg,It&#39;s is known as High Speed Trading,
5733,iQRe7OHtHXg,"Fabulous job.. I have listened to 100s of Knowledge share people But you stand out No: 1 in them.. i Had became your student l, I am referring to most of my friends.. Would like learn from you how can i get in touch with you Sir.. We request you to make videos on stock market related.",
5734,iQRe7OHtHXg,Still it&#39;s not clear how the co-location scam links to Chitra and the Yogi story.,
5735,iQRe7OHtHXg,Such a complex content but you have made it so effortlessly... Keep the great work dude ✌️,
5736,iQRe7OHtHXg,Paapathi will get away like nothing happened,
5737,iQRe7OHtHXg,"So the server latency /load loop hole and email of Chitra R seems to be 2 different issues ? Or the email contained information about server load / server-start time  - but timelines don&#39;t really match. There are 2 &#39;scams&#39; here , I suppose. First a technical one where no one could be blamed and second one  they got a &#39;culprit&#39;  . Clubbing these 2 together under one umbrella will be good for the reliability of the system :-P",
5738,iQRe7OHtHXg,"Unfortunately,  this case was not even largely highlighted in all news channels. And CBI, NIA teams were also not involved with paying will sincerity to dig out the truth,  making the culprits to have capital punishments. <br>It&#39;s  all hushed up or covered up hurriedly as if we don&#39;t have technical experts at all or we don&#39;t have updated technology. <br>It&#39;s very bad. We are living in over confident way as if we are all doing fantastic.<br><br>In truth, culprits are growing day by day with goofing up our all loopholes in our legal system.",
5739,iQRe7OHtHXg,Why they still not arrested mr modi ji or is the settlement done,
5740,iQRe7OHtHXg,Great video,
5741,iQRe7OHtHXg,Time is Money,
5742,iQRe7OHtHXg,If stock market is scam then everything in this world is a scam.,
5743,iQRe7OHtHXg,Thanks for teaching 🙏,
5744,iQRe7OHtHXg,Your talk dhoni example waa superb,
5745,iQRe7OHtHXg,Nice information...👍🏻<br>Expecting one more video on NSE colo working and algo trading,
5746,iQRe7OHtHXg,No interest now in share markets,
5747,iQRe7OHtHXg,Do not invest in shares or crypto or forex.,
5748,iQRe7OHtHXg,Someone will make a movie. Looking forward to it.,
5749,iQRe7OHtHXg,Wow,
5750,iQRe7OHtHXg,"Good that you covered this story in a very useful manner. <br><br>All these days, I was under the impression that the money put on the Stock exchange and Mutual funds will be managed with equal opportunity for all buyers and sellers. But this news is really shocking to me.<br><br>Some people are building the nations.<br><br>But these people are destroying the nation and its reputation. <br><br>Who will invest in India, if this is a true?",
5751,iQRe7OHtHXg,Please dont put the background music. It is creating disturbance in concentrating on your content,
5752,iQRe7OHtHXg,I think the Himalayan Yogi is Sadhguru,
5753,iQRe7OHtHXg,May be the best and only absolutely valuable video I may have watched in all this year. Amazing work Ganesh.,
5754,iQRe7OHtHXg,Wonderfully explained,
5755,iQRe7OHtHXg,"&quot;Well, long story short...&quot;<br><br>That&#39;s exactly why we watch ur VDOs 😉👍🏻",
5756,iQRe7OHtHXg,great and good work thank you for your explanation in a simple way.,
5757,iQRe7OHtHXg,watched 7 videos straight non stop from this channel.,
5758,iQRe7OHtHXg,"So despite paying colocation charges there were some brokers who dint benefit from the service bcs the brokers who had logged into the servers first would receive information faster than those compared to the other brokers. So in all there were three types of brokers - brokers who paid co location charges and had first mover advantage, second are the brokers who paid co location charges but were logged in a lil late on the servers and the third are individual investors like us who had access to information the last . Is this understanding right ?",
5759,iQRe7OHtHXg,It&#39;s absurd that we do don&#39;t get to see this on tv where we pay monthly charges without hesitation and here we are seeing it for free and they have to get wait for sponsors to get paid,
5760,iQRe7OHtHXg,Co-Location to NSE server is a Crime and allowing such priority provision by SEBI is a criminal offence. If indian Government is not stopping this immediately it shows Governments inability or an indirect YES to the offence that&#39;s going on. regards,
5761,iQRe7OHtHXg,&quot;Lungi&quot; is the mysterious yogi.,
5762,iQRe7OHtHXg,Awesome channel,
5763,iQRe7OHtHXg,"sorry to say This all is just Hyped!! Concerned about that lag with data? Even today, Try placing order over web through IBT based Discount Brokers and observe how much Lag you get. Thats what you should be concerned about more. Even today this Market orders comes with slippages but they are discounted while the model is being created Or the other hand Limit orders comes into play with almost negligible to 0 slippage if you want that level of precision (which again are sent to Exchange pre-hand so again incoming data lag doesn&#39;t matter). For Hedge Funds to reduce latency, they&#39;d be in Colocation already (Also that much slippages you mentioned in video are nothing as they itself buy in many Legs across various periods). Long short that lag practically made 0 impact from investors perspective as that level of precision in market Orders didn&#39;t mattered. Concerned people can be blamed for slower upgradation ;0)    p.s. I like you rest content :)",
5764,iQRe7OHtHXg,Nse safe or not?,
5765,iQRe7OHtHXg,"Why still there is no action., Where the oppostion or real fighters",
5766,iQRe7OHtHXg,Thanks!<br>Many brokers buy shares for the clients at higher price (not 15 paise difference it was 3-5% of share price example reliance share price Rs. 2500 means Rs.75-125 and made loss of minimum 10% of total volume 1 crore the 10 lakhs shares approximately Rs.10 crores rupees per day for single share trade  now calculate the scam) and sold at lesser price on booking loss.,
5767,iQRe7OHtHXg,"<a href=""https://youtu.be/kFQJNeQDDHA"">https://youtu.be/kFQJNeQDDHA</a> a better understanding how the code works @",
5768,iQRe7OHtHXg,....INDIAN SCAMMERS  ....SLIME!,
5769,iQRe7OHtHXg,Nice concept of story for next Hollywood flick,
5770,iQRe7OHtHXg,Retail traders ka chutiya kat raha hai ye log rooz crore kaamake,
5771,iQRe7OHtHXg,Every other person knows about Harshad Mehta scam because we had journalists but even though this scam is way bigger still may be 5%-10% of public knows about this because we have media houses now not journalists.,
5772,iQRe7OHtHXg,Good Job Man,
5773,iQRe7OHtHXg,Good Video,
5774,iQRe7OHtHXg,Curriptiom all over good information,
5775,iQRe7OHtHXg,"It didn’t matter for hedge fund, even for me",
5776,iQRe7OHtHXg,I think i am late.,
5777,iQRe7OHtHXg,Sebi is as good as pig shit for not spotting the wrong practice.,
5778,iQRe7OHtHXg,Women empowerment huh?,
5779,iQRe7OHtHXg,Thanks for explaining the details behind the scam. One suggestion. Speak slowly. Don’t rush! <br><br>You didn’t explain how Anand Subramanian could have helped the brokers to game the system.,
5780,iQRe7OHtHXg,This channel is miles ahead,
5781,iQRe7OHtHXg,Once foreign exchanges will open in GIFT city..no one will play in these scam exchanges and almost all the blue chip companies will list in foreign exchanges also..,
5782,iQRe7OHtHXg,Can someone please tell me the name of this case in legal terms??,
5783,iQRe7OHtHXg,"What was the Govt doing???<br>Isn&#39;t it the responsibility of the Govt???<br>Big failure of Modi Govt...<br>Every video you boast about Modi, why not his failure???",
5784,iQRe7OHtHXg,"I worked on learning c++ coding. This is helpful. Now I’m making strategies with pluto io as it is more easier to start and faster to try different algos without spending too much effort. I also used cube, etc. with so so gains.",
5785,iQRe7OHtHXg,Explain axis mutual fund scam also,
5786,iQRe7OHtHXg,India is a scam land !!,
5787,iQRe7OHtHXg,You are alienating those who cannot easily fathom a Lakh or crores. A little bracketed us conversion will help appeal to a larger audience.,
5788,iQRe7OHtHXg,"On the allegation of possessing a few grams of drugs all the national level  channels were running place to place for live coverage, but not single clip on  arrest of Chitra. This shows how she is well protected. She will come out with clean chit as usual in all scams.",
5789,iQRe7OHtHXg,Ur videos are amazing,
5790,iQRe7OHtHXg,Awesome explanation buddy,
5791,iQRe7OHtHXg,Nice bro,
5792,iQRe7OHtHXg,* LONG STORY SHORT * - You are playing pubg tdm match against 15ms player with your 300ms internet LOL .........,
5793,iQRe7OHtHXg,Excellent information...clear way of presentation,
5794,iQRe7OHtHXg,U could have explained in a more simple way,
5795,iQRe7OHtHXg,"<a href=""https://youtu.be/4N2EF8yqh18"">https://youtu.be/4N2EF8yqh18</a><br><br>In the easiest language of yours which we all understand,<br>Can you make a video on this topic too?<br>Thanks",
5796,iQRe7OHtHXg,"India, ruled by invaders for close to a millenium. Guess what characteristics its citizens have that made possible the long rule. Yeah, makes sense now.",
5797,iQRe7OHtHXg,"82,175 crocre Rs....(min) 👀🤯",
5798,iQRe7OHtHXg,That was the best think school video till date!!! Amazing Graphics and Knowledge 💫,
5799,iQRe7OHtHXg,It is so complex to understand however I was able to understand the main reason behind scams.,
5800,8tBuAM0XHmY,Malayalies ekke hajar itte....❤️,
5801,8tBuAM0XHmY,கிறிஸ்தவம் அதிகமாக இருப்பதால் ஆங்கிலேயர் வைத்த பெயரா. மற்ற மாநிலங்கள் கடவுளால் படைக்க படவில்லை யா,
5802,8tBuAM0XHmY,As a keralite i would like to say Thanks for the video bro 👍<br>And suggesting everyone  to visit  wayanad 💛 in Kerala,
5803,8tBuAM0XHmY,"Every Indian state has something unique and memorable to offer to tourists, but the Governments are not keen. Now Modi&#39;&#39;s Govt is targeting tourism to reach its 5T economy.",
5804,8tBuAM0XHmY,Kerala is God&#39;s own Land but Sri Lanka is the garden of Eden &lt;3,
5805,8tBuAM0XHmY,കമന്റ്‌ സെക്ഷൻ കണ്ടു കിളി പോയി ഏതു കേരളത്തെ കുറിച്ചാണ് പറയുന്നതെന്ന്  ആലോചിച്ചിരിക്കുന്നവർ ഉണ്ടോ 😕,
5806,8tBuAM0XHmY,One single answer is false propaganda and they are good at counting a stranger as their father. This will appease a total stranger.  That&#39;s all.,
5807,8tBuAM0XHmY,i never agree if you say they spend money on roads,
5808,8tBuAM0XHmY,"Great video; as a mallu guy, I felt goosebumps, but still Kerala has a long way to go; starting right from the way they treat the foreigners...though significant changes are seen in peoples attitude, need to change atleast some peoples attittude;  then the next is hotel hygiene, waste management and much more......",
5809,8tBuAM0XHmY,"Strange understanding of capitalism to say the least, it&#39;s long communist gov. did nothing right 🤔",
5810,8tBuAM0XHmY,മലയാളി പോളിയാടാ ….! ❤😎😎,
5811,8tBuAM0XHmY,"One of my favorite destinations for holidays in India. Great people and history and everyone on any budget can enjoy Kerala. The only thing to improve upon across India would be the safety and getting rid of tourist scammers. Having traveled to several countries, one of the reason Dubai and Singapore have so many more tourists is no tourist hounding and scams. Women tourists should feel safe and stop flirting with them. We need to get some basics right to boost tourism",
5812,8tBuAM0XHmY,❤,
5813,8tBuAM0XHmY,Any malayali?,
5814,8tBuAM0XHmY,"You missed out on a very important point which is CIAL or Cochin International Airport Ltd which was world’s first fully solar powered Airport . CIAL won the Champions of the Earth award in2018 , the United Nations highest environmental honour .",
5815,8tBuAM0XHmY,I like the strategy: One tourist destination in every town of Kerala.  Trust me we can make it happen.<br>I also wish Kerala develops Kerala water transport just like mediaeval times we used to depend on boats for travel and most houses were built close to rivers .,
5816,8tBuAM0XHmY,👌👌👌👌👌👌,
5817,8tBuAM0XHmY,Ithokke eppo😯😯😯,
5818,8tBuAM0XHmY,"I had so many offers to migrate even had an EU Blue card, but my home town in Kerala has always made me stay, I feel calm and serene without any hassles of an NRI life in US or Germany. Definitely god&#39;s own country 🙂",
5819,8tBuAM0XHmY,As a malayali i proud to watch this video. Thank you for making this video. 🥰👍🏻,
5820,8tBuAM0XHmY,Malayali puliyada,
5821,8tBuAM0XHmY,"Recently visited Tamilnadu, a beautiful state. I visited UP last month. WOW what an experience 👍❤️. Every state is beautiful in its own way.",
5822,8tBuAM0XHmY,God&#39;s own country with With Devil&#39;s Own People. 🤣😂,
5823,8tBuAM0XHmY,Ivide ingane okke nadakkunnundairnno😮😂,
5824,8tBuAM0XHmY,My home😍,
5825,8tBuAM0XHmY,Greatest Content....<br>Marvelous Creation....<br>Awesome Presentation....<br>Lovely Channel.....<br>Very Wise Creator....,
5826,8tBuAM0XHmY,God&#39;s own country. Our state all people are one family. We not have any different. We welcome everybody in the world. God bless you everybody. Thank you,
5827,8tBuAM0XHmY,"In Kerala: 100&#39;s of 1,000&#39;s of PRIVATE hotels-resorts-Homestays. &lt;- THEY bring in tourists!",
5828,8tBuAM0XHmY,THIS IS  ONLY LIKE THE TIP OF AN ICEBERG  SO FAR AS INDIA IS CONCERNED.,
5829,8tBuAM0XHmY,Education people actually know that tourism support your economy so be nice with tourists other states are treating tourist like aliens.<br>EDUCATION,
5830,8tBuAM0XHmY,"<a href=""https://youtu.be/ebDBGTdqhxM"">https://youtu.be/ebDBGTdqhxM</a>",
5831,8tBuAM0XHmY,"<a href=""https://youtu.be/v3jjt280ZNI"">https://youtu.be/v3jjt280ZNI</a>",
5832,8tBuAM0XHmY,"<a href=""https://youtu.be/YmZDunKaX7E"">https://youtu.be/YmZDunKaX7E</a>",
5833,8tBuAM0XHmY,"<a href=""https://youtu.be/cEi_uSgQ3KU"">https://youtu.be/cEi_uSgQ3KU</a>",
5834,8tBuAM0XHmY,"<a href=""https://youtube.com/shorts/mRu-_mEgqKw?feature=share"">https://youtube.com/shorts/mRu-_mEgqKw?feature=share</a>",
5835,8tBuAM0XHmY,"<a href=""https://youtu.be/Qcvwv8DsYpo"">https://youtu.be/Qcvwv8DsYpo</a>",
5836,8tBuAM0XHmY,"<a href=""https://youtu.be/uVxaWHmM6zo"">https://youtu.be/uVxaWHmM6zo</a>",
5837,8tBuAM0XHmY,"<a href=""https://youtu.be/zWWWt3wU4JY"">https://youtu.be/zWWWt3wU4JY</a>",
5838,8tBuAM0XHmY,"<a href=""https://youtu.be/hAMN-fnO1EU"">https://youtu.be/hAMN-fnO1EU</a>",
5839,8tBuAM0XHmY,"<a href=""https://youtu.be/4XgZeZWHiCM"">https://youtu.be/4XgZeZWHiCM</a>",
5840,8tBuAM0XHmY,great.kerala has been placed 13th postion among 52 places to visit in 2023 on an article published by NEWYORK TIMES.kerala is one and only place from india in that list!!!,
5841,8tBuAM0XHmY,"Don&#39;t thank current so called communist government in Kerala now for this, infact they were against modernization. Congress government started this... SGK is involved with the government now and hopes things with get better. Best way to describe communist party in kerala now is Mexican cartels.",
5842,8tBuAM0XHmY,God&#39;s own country but which God is the question,
5843,8tBuAM0XHmY,Good thing about kerala is its stuck in 1960s 1970s timeline. No industrial pollution. No mass transit development programs.  Everything nice and slow. All hard working malyalis overseas send their remittance home to family. Very idyllic way of life.,
5844,8tBuAM0XHmY,The tagline &#39;God&#39;s own country&#39; is surely overrated.,
5845,8tBuAM0XHmY,It&#39;s called inflation,
5846,8tBuAM0XHmY,Without sangh without bjp 😂,
5847,8tBuAM0XHmY,Proud malayali ❤️,
5848,8tBuAM0XHmY,"People are friendly and government developed a system to work, even the pilgrimage of tourists increased during the pandemic. Street food and street selling need to establish all areas as proposed to minister Riyas, an young dynamic minister from CPM.",
5849,8tBuAM0XHmY,Proud of our state Kerala.,
5850,8tBuAM0XHmY,But currently kerala state govt is struggling financially. The vision and dedication showed by the govt 20-25 years back was not taken over properly for sustainable development by the governments that followed. People are tax drained in every way possible. This will surely affect tourism here. Youth in kerala are leaving abroad. Soon kerala will be &quot;Olds own country&quot;.<br><br>- keralite.,
5851,8tBuAM0XHmY,"It’s not strategy. Kerala is just damn beautiful. I’ve been to many places in India in 1993 as a child, and Kerala just took the mantle for the most beautiful place in India.",
5852,8tBuAM0XHmY,"Very thought proactive. One factual correction. P V Narasimha Rao was the Prime Minister who opened up the economy. MMS was the finance minister then<br><br><a href=""https://en.m.wikipedia.org/wiki/List_of_prime_ministers_of_India"">https://en.m.wikipedia.org/wiki/List_of_prime_ministers_of_India</a>",
5853,8tBuAM0XHmY,"India has great mountain range, tropical forest, desert, beautiful coastline with beaches, some of the unspoiled islands, lakes, thousands of year old history. India is like Europe with different languages, cuisines, food, dressing, culture. There is nothing like India !",
5854,8tBuAM0XHmY,They dont have title as country in their state name so they add manually 🤣🤣🤣,
5855,8tBuAM0XHmY,I visited Chikmagalur last month and was appalled with the lack of civic sense among our Desi Tourists. Plastic and beer bottles dumped everywhere. There is a huge tourist inflow without much marketing by the inept state government. Responsible tourism can come only with government intervention.,
5856,8tBuAM0XHmY,Treat your citizens as customers.. That&#39;s a lesson to Governments..,
5857,8tBuAM0XHmY,"Commies own country,  dependent on foreign remittances.",
5858,8tBuAM0XHmY,"In what way kerala is a good state. I don&#39;t see any employment,  they don&#39;t welcome any non mallus,  but mallus go occupy job markets everywhere. Not ONE restaurant worth visiting , crappy food",
5859,8tBuAM0XHmY,I am a defence personnel from Kerala... Believe me u ll not get any such medical facility all over India like Kerala provides (starting from cleanliness to quality of medicines),
5860,8tBuAM0XHmY,Correction:- rice bags own country,
5861,8tBuAM0XHmY,Not mentioned about International Airports. There are 4 international airports in Kerala,
5862,8tBuAM0XHmY,China should also promote industry the same way,
5863,8tBuAM0XHmY,One thing I like to improve in Kerala is roadway. It takes 5-6hours to reach 150kms without traffic. Roads are good but most of them are 2 lanes only. If Kerala build high speed railways between important cities then it will be game changer,
5864,8tBuAM0XHmY,Shall I remind you something irrespective of culture/ religion... let the tourists wear what ever they want don&#39;t stare...  and keep smiling because they contribute more than your millionaires,
5865,8tBuAM0XHmY,"When youtube vlogging started trending, kerala government approached every main travel vloggers in the world, arranged free tickets and stay for them. I think this move was a perfect strategy and help a lot.",
5866,8tBuAM0XHmY,"just bring BJP to kerala and it will be come developed like UP :) people will be divided between races, religion, cast , creed, color and everything.",
5867,8tBuAM0XHmY,Proud to be a keralite 💪 must see the place in the world 2023 (new york times list) 13th- Kerala-india (the one destination from india),
5868,8tBuAM0XHmY,"To all those who are wondering, these doesn&#39;t came from government officials, Literacy &amp; Education played major role.",
5869,8tBuAM0XHmY,Thanks to MiddleEast nations,
5870,8tBuAM0XHmY,"It&#39;s a shot place,<br>It&#39;s a gateway for all deadly decease into India <br>It&#39;s hell",
5871,8tBuAM0XHmY,"Kerala rocks as always. In 2023, NewYork Times listed kerala, the only Indian state, in the top 50 top destinations to see",
5872,8tBuAM0XHmY,മലയാളി പൊളി അല്ലെ😘🥳,
5873,8tBuAM0XHmY,Kerala - Gods own country,
5874,8tBuAM0XHmY,Manmohan Singh was FM early 90s not PM,
5875,8tBuAM0XHmY,UNDA!!!😐😐😐😐😐😐😐😐😐😐😐😐😐😐,
5876,8tBuAM0XHmY,🙋 Just a correction. Manmohan Singh finance minister of India.,
5877,8tBuAM0XHmY,"Wow. As a malayalee, I&#39;m soo happy and proud to see so many positive comments on Kerala. We welcome you all to our beautiful place and pray that we keep improving  🙏",
5878,8tBuAM0XHmY,Have you visited Kerala,
5879,8tBuAM0XHmY,"Its a golden goose. But corruption, politics and unproffesionalism is killing Kerala tourism. I came across a friend who recently visited Wayanad, never in life he will visit again.",
5880,8tBuAM0XHmY,"Kerala truly deserves the title God&#39;s own Country. History, traditions, culture it has its own say in everything. Largest number of expatriates, global reach even from ancient times. Religious tolerance, level of education, health care 4 international airports in that small place.",
5881,8tBuAM0XHmY,Great video. They pulled a brilliant strategy.,
5882,8tBuAM0XHmY,Kerala deserves this title &#39;god&#39;s own country&#39; but i am wondering how tamilnadu making more money than Kerala in tourism as tourism is not in TN government&#39;s bucket list like Kerala!,
5883,8tBuAM0XHmY,*top 10 paradise of world &amp; not india,
5884,8tBuAM0XHmY,But Kerala Politics is so dirty<br>and kerala Eonomy is so dull<br>Cause today&#39;s politicians not concentrating on Tourism,
5885,8tBuAM0XHmY,Proud to be a malyali🥰🥰,
5886,8tBuAM0XHmY,May people call it god&#39;s own country...<br>For me it&#39;s <b>Ayappa&#39;s owned country</b> <br>😊😊😊🙏🙏🙏🙏👍😊😊😊,
5887,8tBuAM0XHmY,Excellent presentation,
5888,8tBuAM0XHmY,When you elect educated Leaders and not Chai wala ☕,
5889,8tBuAM0XHmY,chrysalis is the as agency responsible for that ad..,
5890,8tBuAM0XHmY,"Part of the highlights of Kerala Tourism USP is captured in the video. The missing ones are higher literacy, local&#39;s accommodating hospitality, pluralistic culture, airline connectivity (04 international airports at an average interval of 200 km) etc. Tagline has to be realistic and the case of Kerala could largely go with destination realities. Increase in numbers could also be attributed to repeat visitation!",
5891,8tBuAM0XHmY,My place kerala trissur guruvayoor,
5892,8tBuAM0XHmY,"Kerala is a very sad state with no means for livelihood . Lottery , Alcohol are the commodites that bring Revenue.<br>Life style is exhorbitant<br>it is the most consumeristic state with people addicted to buying !",
5893,8tBuAM0XHmY,"India means  INDIA&lt; I WILL NEVER DO IT AGAIN. Looting, begging, taxi prices more than USA. Foreigners please avoid India. Let the north Indians who stretch budget come .",
5894,8tBuAM0XHmY,"Every state in India has the potential to grow as world tourism destinations. We have greenery in many states with good landscaping.<br>We have indigenous cultures, way of living, languages, cuisines, and most importantly, historical places and historical monuments those many of the countries in the world cannot claim to have and what else. Let governments have a vision and enthusiasm to promote tourism and we can make a good percentage of amount to contribute to our economic growth",
5895,8tBuAM0XHmY,"Actually all credit of Keralas tourism phenomenon should go to Mr.Amitabh Kant ,present Niti Ayog chief. He was an IAS officer in kerala then, and propelled Kerala as a tourist destination. Correct me if I am wrong.",
5896,8tBuAM0XHmY,"God&#39;s Own Country.. Who told so. Kerala, in Reality, is a &quot;😈 s Own Country &quot; except few Tourism.",
5897,8tBuAM0XHmY,I am from kerala. Kerala needed to improve a lot in infrastucture for tourism.. And need to keep high cleanliness.,
5898,8tBuAM0XHmY,Malayali pwoliyalle 🔥🔥🔥❤️❤️❤️,
5899,8tBuAM0XHmY,"Well here in munnar right now, staggering amount of tourists have reached here. All resorts, hotels etc have been booked and OMG it&#39;s such a big crowd that I have never seen before in Munnar",
5900,p2RCPyv95SE,Please pay  400 US Dollars to this Account at GT Bank 204103492220.<br>I will advertise your Company by March 2023.,
5901,p2RCPyv95SE,I am watching this video not because it was recommended to me by algorithm but I know that there is gold content in almost every video of this video...,
5902,p2RCPyv95SE,You may not know how much you help me with your videos...keep it up Sir ❤️,
5903,p2RCPyv95SE,To watch again,
5904,p2RCPyv95SE,"The huge new FACEBOOK FRAUD is worst than Bernie Madoff’s Scam.<br>As a French scientist and engineer, I finally discover (after advertising for 5 years) that Facebook uses bots manipulated by automated programs to fraudulently click, like and share a very large part of ads.<br>Just by reading the first 2 pages you will be able to understand perfectly the fraud… It’s much bigger than Bernie Madoff’s SCAM !<br>Click on the Google drive link below to read the short file with all the screenshots certified by state bailiffs :<br><br><a href=""https://drive.google.com/file/d/1pe8Siw0NqQyH7KExR8yKTjqYVfQj769r/view?usp=drivesdk"">https://drive.google.com/file/d/1pe8Siw0NqQyH7KExR8yKTjqYVfQj769r/view?usp=drivesdk</a><br><br>Jean Luc<br>PS : Some of my references and background… You can display and use my name and all the documents attached in the file link.",
5905,p2RCPyv95SE,"Great content as always 👍👍<br>But I was expecting Orkut in this story.<br>To be honest, I never heard of Myspace in my lifetime.",
5906,p2RCPyv95SE,Punji ta ki.,
5907,p2RCPyv95SE,"Check out this video  how FB achieved growth to 1 billion users by Chamath<br><a href=""https://youtu.be/raIUQP71SBU"">https://youtu.be/raIUQP71SBU</a>",
5908,p2RCPyv95SE,Life span of facebook is 15 -20 years 💀👽☠️since 2008-2027,
5909,p2RCPyv95SE,Sir you really doing great job .hats off to you🙏,
5910,p2RCPyv95SE,Great One,
5911,p2RCPyv95SE,First few minutes of the video gave me the clarity for my confusion and depression.<br>Thankoo🤓,
5912,p2RCPyv95SE,You watch Coldfusion tooo 😃😃🤩,
5913,p2RCPyv95SE,Please please please please do a PRACTO analysis video,
5914,p2RCPyv95SE,"I came, I saw, I was conquered (by Think School) !",
5915,p2RCPyv95SE,Ganesh and dr Vivek Bindra should be given Nobel business prize.,
5916,p2RCPyv95SE,I wish everyday should have been Friday. Waiting for good content is not acceptable to me,
5917,p2RCPyv95SE,Suffering from Think school addiction 😅,
5918,p2RCPyv95SE,I watch your video and still it&#39;s clear. 😎,
5919,p2RCPyv95SE,"May be your video only 10  to 15 min but background effort more than it, because your content much crisp and clear to understand. 👍👍👍",
5920,p2RCPyv95SE,"Please don&#39;t use white background, it makes eyes tired.",
5921,p2RCPyv95SE,"And the fun fact is that, the thumbnail used for this video is from a movie called the social network, which is a movie about facebook. 😂",
5922,p2RCPyv95SE,"How can you say <a href=""https://www.youtube.com/watch?v=p2RCPyv95SE&amp;t=4m30s"">4:30</a> with a straight face- <br>That&#39;s something no one can ever think of.",
5923,p2RCPyv95SE,Can you remove bgm from upcoming videos? Its my personal taste but do consider this after a survey from a poll. Thanks,
5924,p2RCPyv95SE,Sir you are far ahead of YouTubers like carryminati etc who get millions of views on their garbage equivalent content. <br>Less Views on your videos shows interest of majority people which is very sad.<br>This is the content young people need 🙌  <br>You are doing a really great job sir ..,
5925,p2RCPyv95SE,"You are doing a great job, but don&#39;t become like &quot;seeken&quot; in the future..",
5926,p2RCPyv95SE,How did you learn speaking could You tell me,
5927,p2RCPyv95SE,You are awesome boy as a teacher,
5928,p2RCPyv95SE,You should start a podcast,
5929,p2RCPyv95SE,I think we choose wrong devil,
5930,p2RCPyv95SE,"<a href=""https://www.youtube.com/watch?v=p2RCPyv95SE&amp;t=0m56s"">0:56</a> Exactly happening to me",
5931,p2RCPyv95SE,❤️,
5932,p2RCPyv95SE,"Bro, practically <br>1. ur video which is for example a product is giving us a platform on youtube to Know and discuss such stuff.<br>2. Then ur different videos are making an ecosystem, which r keeping us hooked with different rewards each time. <br>3. keeping the background and other things so simple decreases the graphical processing we have to do and helps concentrate more on your ur videos.<br>4. Ur simplicity is ur ultimate sophistication.<br> Do lemme know if my case study is somewhat correct.",
5933,p2RCPyv95SE,Please also do a case study...<br><br>How Facebook killed Orkut...<br><br>Orkut was backed by big tech giant too...,
5934,p2RCPyv95SE,You guys always come up with very interesting data,
5935,p2RCPyv95SE,You forgot to mention the &quot;Like&quot; button,
5936,p2RCPyv95SE,Competiot exists..see it like opportunity..they need time and lots of procedures to copy ur ideas..and u can take decisions quickly than them,
5937,p2RCPyv95SE,Real name and mutual frnds,
5938,p2RCPyv95SE,Fantastic!!,
5939,p2RCPyv95SE,I love his presentation and communication skill. Its really amazing. Brother you should make one such video on how did you develop these skills. People are in need of that as well.,
5940,p2RCPyv95SE,"<a href=""https://www.youtube.com/watch?v=p2RCPyv95SE&amp;t=6m10s"">6:10</a>",
5941,p2RCPyv95SE,"third party integration, thats a great lesson for me.",
5942,p2RCPyv95SE,You ain&#39;t kidding did you 😂,
5943,p2RCPyv95SE,Pleased to see you everytime,
5944,p2RCPyv95SE,Bhai ....great job mannn.. nothing else to say..👍🏼👍🏼,
5945,p2RCPyv95SE,Loved the shoutout to &quot;Cold Fusion&quot;,
5946,p2RCPyv95SE,And now people are trying every app or browser which helps them to stay away from random third party apps maybe because of the messed up recommendation algorithms of certain apps or websites,
5947,p2RCPyv95SE,Orkut was big player back then,
5948,p2RCPyv95SE,Is there a video to know about your story ??,
5949,p2RCPyv95SE,"Quite admirable  your videos are, Pls keep up your good and effective work",
5950,p2RCPyv95SE,We demand a case study for think school,
5951,p2RCPyv95SE,i visited myspace website. It has an option to sin up with facebook so sad.<br> when i clicked to sinup with email in the name section they added many people use their real names.,
5952,p2RCPyv95SE,Dhruv Rathee and you both are making knowledgeable videos.<br>Good job brother 👌👌❤️❤️,
5953,p2RCPyv95SE,"Before I found your channel, I used to learn case studies from Dr. Vivek Bindra......Man, but when I discovered your channel, I discovered what are true learnings  of a case study......Where Vivek Bindra mostly used facts to convince the audience...You gave more efforts in analysing them and giving it out through simple language with most of the points covered + solutions over them....Keep your efforts and you will definately be one of the top YouTubers and a role model for many.",
5954,p2RCPyv95SE,Hi Everybody ❤️❤️❤️,
5955,p2RCPyv95SE,Whenever I watch your videos it ignites every neuron to do something big . Thanks 😇,
5956,p2RCPyv95SE,One day these people will post their own case study video,
